month,week_day,hour,season,holiday,workingday,weather,temp,humidity,windspeed,count 
7,4,8,3.0,0.0,1.0,2.0,30,74,17,457.0
7,4,9,3.0,0.0,1.0,2.0,31,70,20,241.0
7,4,10,3.0,0.0,1.0,2.0,30,70,24,138.0
7,4,11,3.0,0.0,1.0,2.0,30,74,17,165.0
7,4,12,3.0,0.0,1.0,2.0,31,70,19,213.0
7,4,13,3.0,0.0,1.0,2.0,32,66,19,229.0
7,4,14,3.0,0.0,1.0,2.0,33,63,24,216.0
7,4,15,3.0,0.0,1.0,2.0,33,63,24,141.0
7,4,16,3.0,0.0,1.0,3.0,28,83,30,132.0
7,4,17,3.0,0.0,1.0,3.0,27,89,30,167.0
7,4,18,3.0,0.0,1.0,1.0,27,83,6,316.0
7,4,19,3.0,0.0,1.0,1.0,27,83,6,270.0
7,4,20,3.0,0.0,1.0,1.0,27,83,11,250.0
7,4,21,3.0,0.0,1.0,2.0,27,83,17,204.0
7,4,22,3.0,0.0,1.0,2.0,27,78,13,169.0
7,4,23,3.0,0.0,1.0,2.0,27,78,6,151.0
7,5,0,3.0,0.0,0.0,2.0,27,83,9,121.0
7,5,1,3.0,0.0,0.0,2.0,26,89,7,53.0
7,5,2,3.0,0.0,0.0,1.0,26,89,11,55.0
7,5,3,3.0,0.0,0.0,1.0,26,89,9,30.0
7,5,4,3.0,0.0,0.0,1.0,26,83,15,6.0
7,5,5,3.0,0.0,0.0,2.0,25,88,11,15.0
7,5,6,3.0,0.0,0.0,2.0,26,83,13,38.0
7,5,7,3.0,0.0,0.0,1.0,27,78,13,71.0
7,5,8,3.0,0.0,0.0,1.0,29,70,17,182.0
7,5,9,3.0,0.0,0.0,1.0,30,58,19,247.0
7,5,10,3.0,0.0,0.0,1.0,31,52,11,264.0
7,5,11,3.0,0.0,0.0,1.0,32,46,20,290.0
7,5,12,3.0,0.0,0.0,1.0,33,46,17,366.0
7,5,13,3.0,0.0,0.0,1.0,34,41,15,416.0
7,5,14,3.0,0.0,0.0,1.0,34,36,9,373.0
7,5,15,3.0,0.0,0.0,1.0,34,34,6,402.0
7,5,16,3.0,0.0,0.0,1.0,34,38,0,416.0
7,5,17,3.0,0.0,0.0,1.0,34,32,0,401.0
7,5,18,3.0,0.0,0.0,1.0,34,36,7,378.0
7,5,19,3.0,0.0,0.0,1.0,31,55,11,306.0
7,5,20,3.0,0.0,0.0,1.0,31,58,15,314.0
7,5,21,3.0,0.0,0.0,1.0,30,58,11,238.0
7,5,22,3.0,0.0,0.0,1.0,30,62,11,214.0
7,5,23,3.0,0.0,0.0,1.0,30,58,13,140.0
7,6,0,3.0,0.0,0.0,1.0,29,61,11,154.0
7,6,1,3.0,0.0,0.0,1.0,29,61,9,113.0
7,6,2,3.0,0.0,0.0,1.0,28,69,6,96.0
7,6,3,3.0,0.0,0.0,1.0,27,74,6,25.0
7,6,4,3.0,0.0,0.0,1.0,27,69,6,5.0
7,6,5,3.0,0.0,0.0,1.0,27,74,0,17.0
7,6,6,3.0,0.0,0.0,1.0,26,78,6,25.0
7,6,7,3.0,0.0,0.0,1.0,29,70,6,65.0
7,6,8,3.0,0.0,0.0,1.0,30,66,0,92.0
7,6,9,3.0,0.0,0.0,1.0,30,66,6,169.0
7,6,10,3.0,0.0,0.0,1.0,31,55,9,268.0
7,6,11,3.0,0.0,0.0,1.0,32,55,13,287.0
7,6,12,3.0,0.0,0.0,1.0,34,46,19,377.0
7,6,13,3.0,0.0,0.0,1.0,33,46,20,367.0
7,6,14,3.0,0.0,0.0,1.0,34,41,22,349.0
7,6,15,3.0,0.0,0.0,1.0,34,39,19,361.0
7,6,16,3.0,0.0,0.0,1.0,34,41,19,372.0
7,6,17,3.0,0.0,0.0,1.0,34,36,15,363.0
7,6,18,3.0,0.0,0.0,1.0,34,43,19,363.0
7,6,19,3.0,0.0,0.0,1.0,33,49,22,303.0
7,6,20,3.0,0.0,0.0,1.0,31,55,13,268.0
7,6,21,3.0,0.0,0.0,1.0,30,62,17,227.0
7,6,22,3.0,0.0,0.0,1.0,30,66,15,143.0
7,6,23,3.0,0.0,0.0,1.0,30,66,17,72.0
7,0,0,3.0,0.0,1.0,1.0,29,65,13,35.0
7,0,1,3.0,0.0,1.0,1.0,29,61,19,10.0
7,0,2,3.0,0.0,1.0,1.0,29,61,15,12.0
7,0,3,3.0,0.0,1.0,1.0,28,65,11,10.0
7,0,4,3.0,0.0,1.0,1.0,27,74,15,4.0
7,0,5,3.0,0.0,1.0,1.0,27,74,9,26.0
7,0,6,3.0,0.0,1.0,1.0,28,74,13,121.0
7,0,7,3.0,0.0,1.0,1.0,29,74,17,317.0
7,0,8,3.0,0.0,1.0,1.0,30,66,19,420.0
7,0,9,3.0,0.0,1.0,1.0,32,59,20,208.0
7,0,10,3.0,0.0,1.0,1.0,33,55,24,117.0
7,0,11,3.0,0.0,1.0,1.0,34,56,20,128.0
7,0,12,3.0,0.0,1.0,1.0,34,53,19,148.0
7,0,13,3.0,0.0,1.0,1.0,35,50,17,141.0
7,0,14,3.0,0.0,1.0,1.0,35,53,19,134.0
7,0,15,3.0,0.0,1.0,1.0,35,56,28,146.0
7,0,16,3.0,0.0,1.0,1.0,35,56,26,239.0
7,0,17,3.0,0.0,1.0,1.0,35,56,28,514.0
7,0,18,3.0,0.0,1.0,1.0,35,53,26,472.0
7,0,19,3.0,0.0,1.0,1.0,34,59,22,373.0
7,0,20,3.0,0.0,1.0,1.0,30,74,28,236.0
7,0,21,3.0,0.0,1.0,1.0,29,79,28,130.0
7,0,22,3.0,0.0,1.0,1.0,30,74,9,90.0
7,0,23,3.0,0.0,1.0,1.0,29,79,9,55.0
7,1,0,3.0,0.0,1.0,1.0,29,79,9,22.0
7,1,1,3.0,0.0,1.0,1.0,29,79,6,14.0
7,1,2,3.0,0.0,1.0,1.0,29,79,7,9.0
7,1,3,3.0,0.0,1.0,2.0,29,79,0,8.0
7,1,4,3.0,0.0,1.0,1.0,29,79,11,6.0
7,1,5,3.0,0.0,1.0,1.0,29,79,6,25.0
7,1,6,3.0,0.0,1.0,1.0,30,58,15,115.0
7,1,7,3.0,0.0,1.0,1.0,31,55,13,330.0
7,1,8,3.0,0.0,1.0,1.0,31,58,15,417.0
7,1,9,3.0,0.0,1.0,1.0,32,55,33,176.0
7,1,10,3.0,0.0,1.0,1.0,34,52,11,123.0
7,1,11,3.0,0.0,1.0,1.0,34,52,11,125.0
7,1,12,3.0,0.0,1.0,1.0,35,44,20,163.0
7,1,13,3.0,0.0,1.0,1.0,35,47,15,136.0
7,1,14,3.0,0.0,1.0,1.0,37,42,20,124.0
7,1,15,3.0,0.0,1.0,1.0,37,42,24,148.0
7,1,16,3.0,0.0,1.0,1.0,35,44,19,202.0
7,1,17,3.0,0.0,1.0,1.0,36,44,19,428.0
7,1,18,3.0,0.0,1.0,1.0,35,47,20,511.0
7,1,19,3.0,0.0,1.0,1.0,34,44,19,337.0
7,1,20,3.0,0.0,1.0,1.0,34,43,13,308.0
7,1,21,3.0,0.0,1.0,1.0,34,43,7,258.0
7,1,22,3.0,0.0,1.0,1.0,33,46,9,194.0
7,1,23,3.0,0.0,1.0,1.0,32,52,0,79.0
7,2,0,3.0,0.0,1.0,1.0,31,62,0,46.0
7,2,1,3.0,0.0,1.0,1.0,31,55,0,12.0
7,2,2,3.0,0.0,1.0,1.0,31,55,0,5.0
7,2,3,3.0,0.0,1.0,1.0,30,58,13,4.0
7,2,4,3.0,0.0,1.0,1.0,30,58,17,5.0
7,2,5,3.0,0.0,1.0,1.0,30,58,13,26.0
7,2,6,3.0,0.0,1.0,1.0,30,58,11,121.0
7,2,7,3.0,0.0,1.0,1.0,31,55,17,313.0
7,2,8,3.0,0.0,1.0,1.0,33,49,17,449.0
7,2,9,3.0,0.0,1.0,1.0,34,41,13,186.0
7,2,10,3.0,0.0,1.0,1.0,34,46,13,113.0
7,2,11,3.0,0.0,1.0,1.0,34,39,11,165.0
7,2,12,3.0,0.0,1.0,1.0,34,41,19,174.0
7,2,13,3.0,0.0,1.0,3.0,34,46,9,158.0
7,2,14,3.0,0.0,1.0,3.0,34,46,9,116.0
7,2,15,3.0,0.0,1.0,3.0,26,94,9,46.0
7,2,16,3.0,0.0,1.0,2.0,27,89,0,141.0
7,2,17,3.0,0.0,1.0,1.0,29,79,0,488.0
7,2,18,3.0,0.0,1.0,1.0,30,79,9,463.0
7,2,19,3.0,0.0,1.0,1.0,29,79,7,419.0
7,2,20,3.0,0.0,1.0,1.0,29,84,11,342.0
7,2,21,3.0,0.0,1.0,1.0,29,79,7,250.0
7,2,22,3.0,0.0,1.0,1.0,28,83,13,184.0
7,2,23,3.0,0.0,1.0,1.0,27,83,17,116.0
7,3,0,3.0,0.0,1.0,1.0,27,69,20,46.0
7,3,1,3.0,0.0,1.0,1.0,27,61,17,25.0
7,3,2,3.0,0.0,1.0,1.0,26,57,20,10.0
7,3,3,3.0,0.0,1.0,1.0,25,57,20,6.0
7,3,4,3.0,0.0,1.0,1.0,25,53,17,6.0
7,3,5,3.0,0.0,1.0,1.0,25,56,15,28.0
7,3,6,3.0,0.0,1.0,1.0,25,60,15,130.0
7,3,7,3.0,0.0,1.0,1.0,25,53,17,334.0
7,3,8,3.0,0.0,1.0,1.0,26,50,24,486.0
7,3,9,3.0,0.0,1.0,1.0,28,47,19,224.0
7,3,10,3.0,0.0,1.0,1.0,29,42,17,127.0
7,3,11,3.0,0.0,1.0,1.0,30,37,15,148.0
7,3,12,3.0,0.0,1.0,1.0,30,35,17,223.0
7,3,13,3.0,0.0,1.0,1.0,31,33,22,177.0
7,3,14,3.0,0.0,1.0,1.0,30,35,19,178.0
7,3,15,3.0,0.0,1.0,1.0,31,33,20,180.0
7,3,16,3.0,0.0,1.0,1.0,31,33,9,274.0
7,3,17,3.0,0.0,1.0,1.0,30,37,9,595.0
7,3,18,3.0,0.0,1.0,1.0,30,42,13,578.0
7,3,19,3.0,0.0,1.0,1.0,30,39,15,400.0
7,3,20,3.0,0.0,1.0,1.0,29,42,15,348.0
7,3,21,3.0,0.0,1.0,1.0,27,50,9,261.0
7,3,22,3.0,0.0,1.0,1.0,26,57,6,176.0
7,3,23,3.0,0.0,1.0,1.0,26,65,17,124.0
7,4,0,3.0,0.0,1.0,1.0,25,73,15,80.0
7,4,1,3.0,0.0,1.0,1.0,25,73,13,20.0
7,4,2,3.0,0.0,1.0,1.0,25,78,11,38.0
7,4,3,3.0,0.0,1.0,1.0,25,73,13,7.0
7,4,4,3.0,0.0,1.0,1.0,25,73,11,10.0
7,4,5,3.0,0.0,1.0,1.0,25,73,9,23.0
7,4,6,3.0,0.0,1.0,2.0,25,73,7,120.0
7,4,7,3.0,0.0,1.0,1.0,26,65,7,274.0
7,4,8,3.0,0.0,1.0,1.0,26,65,17,564.0
7,4,9,3.0,0.0,1.0,1.0,28,54,13,207.0
7,4,10,3.0,0.0,1.0,2.0,27,61,11,166.0
7,4,11,3.0,0.0,1.0,1.0,29,54,9,210.0
7,4,12,3.0,0.0,1.0,1.0,29,48,13,238.0
7,4,13,3.0,0.0,1.0,1.0,29,54,13,247.0
7,4,14,3.0,0.0,1.0,1.0,29,51,13,265.0
7,4,15,3.0,0.0,1.0,1.0,30,45,11,237.0
7,4,16,3.0,0.0,1.0,1.0,30,51,13,361.0
7,4,17,3.0,0.0,1.0,1.0,30,42,17,587.0
7,4,18,3.0,0.0,1.0,1.0,30,45,15,496.0
7,4,19,3.0,0.0,1.0,1.0,29,45,15,394.0
7,4,20,3.0,0.0,1.0,1.0,29,51,15,343.0
7,4,21,3.0,0.0,1.0,1.0,27,54,7,261.0
7,4,22,3.0,0.0,1.0,1.0,27,57,15,223.0
7,4,23,3.0,0.0,1.0,1.0,26,61,11,167.0
7,5,0,3.0,0.0,0.0,1.0,25,65,13,110.0
7,5,1,3.0,0.0,0.0,1.0,25,69,7,75.0
7,5,2,3.0,0.0,0.0,1.0,25,73,9,58.0
7,5,3,3.0,0.0,0.0,1.0,25,78,9,26.0
7,5,4,3.0,0.0,0.0,1.0,25,73,6,16.0
7,5,5,3.0,0.0,0.0,1.0,24,78,6,10.0
7,5,6,3.0,0.0,0.0,1.0,25,78,11,37.0
7,5,7,3.0,0.0,0.0,1.0,25,73,9,52.0
7,5,8,3.0,0.0,0.0,1.0,27,65,11,127.0
7,5,9,3.0,0.0,0.0,1.0,29,54,15,222.0
7,5,10,3.0,0.0,0.0,1.0,30,54,13,322.0
7,5,11,3.0,0.0,0.0,1.0,30,48,15,396.0
7,5,12,3.0,0.0,0.0,1.0,31,43,19,463.0
7,5,13,3.0,0.0,0.0,1.0,31,45,20,497.0
7,5,14,3.0,0.0,0.0,1.0,30,45,20,433.0
7,5,15,3.0,0.0,0.0,1.0,31,45,22,428.0
7,5,16,3.0,0.0,0.0,1.0,31,45,19,425.0
7,5,17,3.0,0.0,0.0,1.0,31,45,15,475.0
7,5,18,3.0,0.0,0.0,1.0,31,45,19,428.0
7,5,19,3.0,0.0,0.0,1.0,30,48,13,406.0
7,5,20,3.0,0.0,0.0,1.0,30,51,15,296.0
7,5,21,3.0,0.0,0.0,1.0,29,58,15,252.0
7,5,22,3.0,0.0,0.0,1.0,29,65,19,201.0
7,5,23,3.0,0.0,0.0,1.0,28,61,15,168.0
7,6,0,3.0,0.0,0.0,1.0,27,65,15,125.0
7,6,1,3.0,0.0,0.0,1.0,26,69,13,102.0
7,6,2,3.0,0.0,0.0,1.0,26,69,15,94.0
7,6,3,3.0,0.0,0.0,1.0,26,69,15,47.0
7,6,4,3.0,0.0,0.0,1.0,25,73,11,10.0
7,6,5,3.0,0.0,0.0,1.0,26,69,15,12.0
7,6,6,3.0,0.0,0.0,1.0,25,73,11,21.0
7,6,7,3.0,0.0,0.0,1.0,26,73,11,50.0
7,6,8,3.0,0.0,0.0,1.0,28,65,15,118.0
7,6,9,3.0,0.0,0.0,1.0,30,58,15,184.0
7,6,10,3.0,0.0,0.0,1.0,30,60,15,304.0
7,6,11,3.0,0.0,0.0,1.0,31,55,19,391.0
7,6,12,3.0,0.0,0.0,1.0,31,55,19,420.0
7,6,13,3.0,0.0,0.0,1.0,33,49,20,472.0
7,6,14,3.0,0.0,0.0,1.0,33,49,24,430.0
7,6,15,3.0,0.0,0.0,1.0,34,43,20,324.0
7,6,16,3.0,0.0,0.0,1.0,33,46,20,317.0
7,6,17,3.0,0.0,0.0,1.0,33,49,26,369.0
7,6,18,3.0,0.0,0.0,1.0,33,46,20,390.0
7,6,19,3.0,0.0,0.0,1.0,31,55,19,379.0
7,6,20,3.0,0.0,0.0,1.0,31,58,17,262.0
7,6,21,3.0,0.0,0.0,1.0,30,62,15,207.0
7,6,22,3.0,0.0,0.0,1.0,30,66,15,181.0
7,6,23,3.0,0.0,0.0,1.0,29,74,9,93.0
7,0,0,3.0,0.0,1.0,1.0,29,74,9,51.0
7,0,1,3.0,0.0,1.0,1.0,29,74,15,25.0
7,0,2,3.0,0.0,1.0,1.0,27,83,15,10.0
7,0,3,3.0,0.0,1.0,1.0,27,78,13,7.0
7,0,4,3.0,0.0,1.0,1.0,26,78,11,4.0
7,0,5,3.0,0.0,1.0,1.0,26,78,7,17.0
7,0,6,3.0,0.0,1.0,1.0,26,83,7,105.0
7,0,7,3.0,0.0,1.0,1.0,28,74,15,277.0
7,0,8,3.0,0.0,1.0,1.0,29,70,13,347.0
7,0,9,3.0,0.0,1.0,1.0,30,67,15,203.0
7,0,10,3.0,0.0,1.0,1.0,31,62,13,130.0
7,0,11,3.0,0.0,1.0,1.0,33,55,6,141.0
7,0,12,3.0,0.0,1.0,1.0,33,59,13,165.0
7,0,13,3.0,0.0,1.0,1.0,34,56,17,152.0
7,0,14,3.0,0.0,1.0,1.0,34,56,22,138.0
7,0,15,3.0,0.0,1.0,1.0,34,53,22,164.0
7,0,16,3.0,0.0,1.0,1.0,34,53,19,265.0
7,0,17,3.0,0.0,1.0,1.0,34,49,22,545.0
7,0,18,3.0,0.0,1.0,1.0,34,49,24,558.0
7,0,19,3.0,0.0,1.0,1.0,33,55,15,398.0
7,0,20,3.0,0.0,1.0,1.0,32,59,15,323.0
7,0,21,3.0,0.0,1.0,1.0,30,66,13,202.0
7,0,22,3.0,0.0,1.0,1.0,31,66,15,140.0
7,0,23,3.0,0.0,1.0,1.0,30,66,11,91.0
7,1,0,3.0,0.0,1.0,1.0,30,66,7,51.0
7,1,1,3.0,0.0,1.0,2.0,30,66,9,13.0
7,1,2,3.0,0.0,1.0,1.0,30,70,11,13.0
7,1,3,3.0,0.0,1.0,1.0,30,70,11,3.0
7,1,4,3.0,0.0,1.0,1.0,30,70,9,5.0
7,1,5,3.0,0.0,1.0,2.0,29,74,7,19.0
7,1,6,3.0,0.0,1.0,2.0,30,74,7,134.0
7,1,7,3.0,0.0,1.0,2.0,30,70,11,315.0
7,1,8,3.0,0.0,1.0,2.0,31,70,11,412.0
7,1,9,3.0,0.0,1.0,2.0,33,63,9,199.0
7,1,10,3.0,0.0,1.0,2.0,34,56,11,141.0
7,1,11,3.0,0.0,1.0,1.0,34,59,0,127.0
7,1,12,3.0,0.0,1.0,1.0,34,56,6,153.0
7,1,13,3.0,0.0,1.0,1.0,35,53,7,172.0
7,1,14,3.0,0.0,1.0,1.0,35,50,13,152.0
7,1,15,3.0,0.0,1.0,1.0,36,44,13,158.0
7,1,16,3.0,0.0,1.0,1.0,37,42,20,277.0
7,1,17,3.0,0.0,1.0,1.0,33,66,0,513.0
7,1,18,3.0,0.0,1.0,1.0,33,66,9,530.0
7,1,19,3.0,0.0,1.0,1.0,31,75,13,388.0
7,1,20,3.0,0.0,1.0,1.0,30,74,6,277.0
7,1,21,3.0,0.0,1.0,1.0,30,74,9,241.0
7,1,22,3.0,0.0,1.0,1.0,30,74,0,156.0
7,1,23,3.0,0.0,1.0,3.0,30,79,11,92.0
8,0,0,3.0,0.0,1.0,1.0,30,70,15,29.0
8,0,1,3.0,0.0,1.0,1.0,30,74,13,17.0
8,0,2,3.0,0.0,1.0,1.0,29,74,7,11.0
8,0,3,3.0,0.0,1.0,1.0,29,79,11,4.0
8,0,4,3.0,0.0,1.0,1.0,27,83,9,4.0
8,0,5,3.0,0.0,1.0,1.0,27,83,7,26.0
8,0,6,3.0,0.0,1.0,1.0,27,83,6,100.0
8,0,7,3.0,0.0,1.0,1.0,30,62,0,282.0
8,0,8,3.0,0.0,1.0,1.0,33,43,13,382.0
8,0,9,3.0,0.0,1.0,1.0,34,41,0,166.0
8,0,10,3.0,0.0,1.0,1.0,35,36,11,97.0
8,0,11,3.0,0.0,1.0,1.0,36,32,11,119.0
8,0,12,3.0,0.0,1.0,1.0,37,33,17,168.0
8,0,13,3.0,0.0,1.0,1.0,37,31,20,150.0
8,0,14,3.0,0.0,1.0,1.0,38,29,13,123.0
8,0,15,3.0,0.0,1.0,1.0,37,27,0,129.0
8,0,16,3.0,0.0,1.0,1.0,37,27,0,231.0
8,0,17,3.0,0.0,1.0,1.0,31,45,20,514.0
8,0,18,3.0,0.0,1.0,1.0,32,43,13,543.0
8,0,19,3.0,0.0,1.0,1.0,30,51,15,413.0
8,0,20,3.0,0.0,1.0,1.0,30,62,15,305.0
8,0,21,3.0,0.0,1.0,1.0,29,70,17,220.0
8,0,22,3.0,0.0,1.0,1.0,29,70,6,137.0
8,0,23,3.0,0.0,1.0,1.0,28,74,13,96.0
8,1,0,3.0,0.0,1.0,1.0,27,74,0,29.0
8,1,1,3.0,0.0,1.0,1.0,27,74,7,12.0
8,1,2,3.0,0.0,1.0,1.0,28,69,0,8.0
8,1,3,3.0,0.0,1.0,1.0,27,74,13,5.0
8,1,4,3.0,0.0,1.0,1.0,27,74,7,10.0
8,1,5,3.0,0.0,1.0,1.0,27,74,9,21.0
8,1,6,3.0,0.0,1.0,1.0,28,69,7,117.0
8,1,7,3.0,0.0,1.0,1.0,30,61,19,335.0
8,1,8,3.0,0.0,1.0,1.0,30,58,19,435.0
8,1,9,3.0,0.0,1.0,1.0,32,46,20,213.0
8,1,10,3.0,0.0,1.0,1.0,34,36,20,140.0
8,1,11,3.0,0.0,1.0,1.0,34,32,28,128.0
8,1,12,3.0,0.0,1.0,1.0,35,30,19,157.0
8,1,13,3.0,0.0,1.0,1.0,35,30,15,203.0
8,1,14,3.0,0.0,1.0,1.0,37,25,19,159.0
8,1,15,3.0,0.0,1.0,1.0,37,25,19,168.0
8,1,16,3.0,0.0,1.0,1.0,37,25,19,274.0
8,1,17,3.0,0.0,1.0,2.0,37,27,9,556.0
8,1,18,3.0,0.0,1.0,2.0,35,34,13,556.0
8,1,19,3.0,0.0,1.0,2.0,35,36,15,454.0
8,1,20,3.0,0.0,1.0,2.0,34,46,17,288.0
8,1,21,3.0,0.0,1.0,1.0,33,52,15,254.0
8,1,22,3.0,0.0,1.0,2.0,32,59,11,191.0
8,1,23,3.0,0.0,1.0,2.0,33,49,11,132.0
8,2,0,3.0,0.0,1.0,2.0,33,49,11,43.0
8,2,1,3.0,0.0,1.0,2.0,32,52,11,16.0
8,2,2,3.0,0.0,1.0,2.0,32,49,11,11.0
8,2,3,3.0,0.0,1.0,2.0,31,55,6,4.0
8,2,4,3.0,0.0,1.0,2.0,31,52,11,7.0
8,2,5,3.0,0.0,1.0,2.0,31,55,6,24.0
8,2,6,3.0,0.0,1.0,3.0,30,66,33,110.0
8,2,7,3.0,0.0,1.0,2.0,30,51,15,271.0
8,2,8,3.0,0.0,1.0,2.0,30,51,11,437.0
8,2,9,3.0,0.0,1.0,2.0,30,55,13,195.0
8,2,10,3.0,0.0,1.0,3.0,30,58,6,68.0
8,2,11,3.0,0.0,1.0,2.0,30,58,7,122.0
8,2,12,3.0,0.0,1.0,3.0,31,55,9,161.0
8,2,13,3.0,0.0,1.0,2.0,31,58,15,144.0
8,2,14,3.0,0.0,1.0,2.0,31,58,15,147.0
8,2,15,3.0,0.0,1.0,2.0,29,79,9,118.0
8,2,16,3.0,0.0,1.0,3.0,28,79,0,150.0
8,2,17,3.0,0.0,1.0,2.0,29,79,0,425.0
8,2,18,3.0,0.0,1.0,3.0,29,84,0,492.0
8,2,19,3.0,0.0,1.0,3.0,29,84,0,321.0
8,2,20,3.0,0.0,1.0,3.0,29,84,7,87.0
8,2,21,3.0,0.0,1.0,2.0,28,89,9,88.0
8,2,22,3.0,0.0,1.0,3.0,28,89,7,77.0
8,2,23,3.0,0.0,1.0,2.0,28,89,6,56.0
8,3,0,3.0,0.0,1.0,2.0,28,89,6,17.0
8,3,1,3.0,0.0,1.0,2.0,27,94,6,17.0
8,3,2,3.0,0.0,1.0,2.0,27,94,6,7.0
8,3,3,3.0,0.0,1.0,3.0,27,94,6,3.0
8,3,4,3.0,0.0,1.0,2.0,28,89,0,7.0
8,3,5,3.0,0.0,1.0,2.0,28,89,0,20.0
8,3,6,3.0,0.0,1.0,2.0,28,89,20,97.0
8,3,7,3.0,0.0,1.0,2.0,28,89,20,282.0
8,3,8,3.0,0.0,1.0,2.0,29,82,24,398.0
8,3,9,3.0,0.0,1.0,1.0,30,74,22,187.0
8,3,10,3.0,0.0,1.0,1.0,30,71,20,113.0
8,3,11,3.0,0.0,1.0,2.0,30,66,15,149.0
8,3,12,3.0,0.0,1.0,2.0,31,62,15,205.0
8,3,13,3.0,0.0,1.0,1.0,31,58,0,205.0
8,3,14,3.0,0.0,1.0,1.0,33,55,11,167.0
8,3,15,3.0,0.0,1.0,1.0,33,55,17,165.0
8,3,16,3.0,0.0,1.0,1.0,31,62,22,290.0
8,3,17,3.0,0.0,1.0,1.0,31,62,22,555.0
8,3,18,3.0,0.0,1.0,1.0,29,74,20,523.0
8,3,19,3.0,0.0,1.0,1.0,29,74,19,366.0
8,3,20,3.0,0.0,1.0,2.0,29,74,13,286.0
8,3,21,3.0,0.0,1.0,2.0,29,74,13,211.0
8,3,22,3.0,0.0,1.0,1.0,28,74,13,174.0
8,3,23,3.0,0.0,1.0,1.0,27,74,7,132.0
8,4,0,3.0,0.0,1.0,1.0,27,74,7,54.0
8,4,1,3.0,0.0,1.0,1.0,26,78,6,19.0
8,4,2,3.0,0.0,1.0,1.0,27,69,0,19.0
8,4,3,3.0,0.0,1.0,1.0,26,78,6,6.0
8,4,4,3.0,0.0,1.0,1.0,26,78,9,7.0
8,4,5,3.0,0.0,1.0,1.0,26,78,6,16.0
8,4,6,3.0,0.0,1.0,1.0,26,78,9,101.0
8,4,7,3.0,0.0,1.0,1.0,27,78,9,270.0
8,4,8,3.0,0.0,1.0,1.0,29,65,15,454.0
8,4,9,3.0,0.0,1.0,1.0,30,58,7,226.0
8,4,10,3.0,0.0,1.0,1.0,30,55,9,163.0
8,4,11,3.0,0.0,1.0,2.0,31,52,17,147.0
8,4,12,3.0,0.0,1.0,1.0,31,52,17,216.0
8,4,13,3.0,0.0,1.0,1.0,32,52,17,204.0
8,4,14,3.0,0.0,1.0,2.0,32,52,17,245.0
8,4,15,3.0,0.0,1.0,1.0,31,55,17,210.0
8,4,16,3.0,0.0,1.0,1.0,33,49,17,330.0
8,4,17,3.0,0.0,1.0,1.0,32,49,20,550.0
8,4,18,3.0,0.0,1.0,1.0,31,52,17,466.0
8,4,19,3.0,0.0,1.0,1.0,30,55,17,372.0
8,4,20,3.0,0.0,1.0,1.0,30,58,15,291.0
8,4,21,3.0,0.0,1.0,1.0,29,65,13,173.0
8,4,22,3.0,0.0,1.0,1.0,29,65,15,188.0
8,4,23,3.0,0.0,1.0,1.0,28,69,15,139.0
8,5,0,3.0,0.0,0.0,1.0,27,78,13,133.0
8,5,1,3.0,0.0,0.0,1.0,27,78,11,67.0
8,5,2,3.0,0.0,0.0,1.0,27,78,15,53.0
8,5,3,3.0,0.0,0.0,2.0,27,78,11,42.0
8,5,4,3.0,0.0,0.0,2.0,27,83,11,10.0
8,5,5,3.0,0.0,0.0,1.0,26,89,6,6.0
8,5,6,3.0,0.0,0.0,1.0,26,89,7,27.0
8,5,7,3.0,0.0,0.0,1.0,28,83,11,63.0
8,5,8,3.0,0.0,0.0,1.0,28,83,11,121.0
8,5,9,3.0,0.0,0.0,1.0,30,70,15,215.0
8,5,10,3.0,0.0,0.0,2.0,30,70,19,290.0
8,5,11,3.0,0.0,0.0,1.0,32,62,15,349.0
8,5,12,3.0,0.0,0.0,1.0,33,55,15,382.0
8,5,13,3.0,0.0,0.0,2.0,33,59,22,441.0
8,5,14,3.0,0.0,0.0,1.0,34,52,17,380.0
8,5,15,3.0,0.0,0.0,2.0,34,53,17,362.0
8,5,16,3.0,0.0,0.0,3.0,30,79,11,343.0
8,5,17,3.0,0.0,0.0,3.0,30,79,11,149.0
8,5,18,3.0,0.0,0.0,2.0,30,79,30,211.0
8,5,19,3.0,0.0,0.0,3.0,30,84,17,171.0
8,5,20,3.0,0.0,0.0,3.0,30,79,19,137.0
8,5,21,3.0,0.0,0.0,2.0,29,84,22,114.0
8,5,22,3.0,0.0,0.0,2.0,29,84,22,120.0
8,5,23,3.0,0.0,0.0,3.0,29,84,19,108.0
8,6,0,3.0,0.0,0.0,2.0,29,84,19,80.0
8,6,1,3.0,0.0,0.0,2.0,29,84,17,73.0
8,6,2,3.0,0.0,0.0,2.0,29,84,15,66.0
8,6,3,3.0,0.0,0.0,2.0,29,84,9,32.0
8,6,4,3.0,0.0,0.0,1.0,29,84,9,6.0
8,6,5,3.0,0.0,0.0,1.0,29,89,13,5.0
8,6,6,3.0,0.0,0.0,1.0,29,89,11,13.0
8,6,7,3.0,0.0,0.0,1.0,29,84,13,39.0
8,6,8,3.0,0.0,0.0,1.0,30,79,13,89.0
8,6,9,3.0,0.0,0.0,1.0,31,75,7,184.0
8,6,10,3.0,0.0,0.0,1.0,33,66,9,266.0
8,6,11,3.0,0.0,0.0,1.0,34,63,0,269.0
